INPUT_TABLE
Variable ID
ghgCoef_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,generic.ghg,uncontrolled.emiss.coef
China,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,N2O,2.09e-06
India,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,N2O,4.21e-05
Africa,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,2.76e-05
Canada,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,3.62e-05
Canada,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,2.09e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,6.87e-06
Latin America,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,8.66e-07
Middle East,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0
Middle East,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,0
Southeast Asia,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,2.55e-05
USA,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,N2O,1.21e-05
Africa,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,2.76e-05
Canada,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,3.62e-05
Canada,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,2.09e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,2.44e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.003102404
Eastern Europe,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,3.53e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,8.66e-07
Middle East,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0
Middle East,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,0
Southeast Asia,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,N2O,1.21e-05
Western Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,N2O,4.77e-08
Africa,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,2.76e-05
Canada,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,3.62e-05
Canada,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,2.09e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,2.44e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.003102404
Eastern Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,3.53e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,5.69e-06
Japan,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,5.84e-06
Japan,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.001664626
Japan,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,2.67e-06
Latin America,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,8.66e-07
Middle East,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0
Middle East,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,0
Southeast Asia,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,N2O,1.21e-05
Western Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,N2O,4.77e-08
Africa,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,2.76e-05
Canada,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,3.62e-05
Canada,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,2.09e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,2.44e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.003102404
Eastern Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,3.53e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,5.69e-06
Japan,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,5.84e-06
Japan,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.001664626
Japan,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,2.67e-06
Korea,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,1.67e-05
Korea,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.000730066
Korea,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,8.37e-08
Latin America,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,8.66e-07
Southeast Asia,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,N2O,1.21e-05
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,N2O,4.77e-08
Africa,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,2.76e-05
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,2.09e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,2.44e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.003102404
Eastern Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,3.53e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,5.69e-06
Japan,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,5.84e-06
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.001664626
Japan,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,2.67e-06
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.000730066
Korea,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,8.37e-08
Latin America,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,N2O,1.21e-05
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,N2O,4.77e-08
Africa,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,2.76e-05
China,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,2.09e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,2.44e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.003102404
Eastern Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,3.53e-06
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,5.69e-06
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.001664626
Japan,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,2.67e-06
Latin America,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,N2O,1.21e-05
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,N2O,4.77e-08
Canada,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,3.62e-05
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,2.09e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,N2O,4.77e-08
Canada,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,3.62e-05
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.000107498
Canada,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,2.81e-06
China,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,2.09e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,1.68e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.001266692
Former Soviet Union,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,6.87e-06
India,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,4.21e-05
USA,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,1.03e-05
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0
USA,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,2.48e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,N2O,1.21e-05
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,N2O,0.000125617
Western Europe,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,N2O,4.77e-08
Australia_NZ,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,N2O,4.38e-05
