INPUT_TABLE
Variable ID
ItemName_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,itemName
Southeast Asia,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,2035,GrasslandAEZ09
Southeast Asia,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2035,UnmanagedForestAEZ09
Southeast Asia,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,2035,UnmanagedForestAEZ09
USA,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,2035,GrasslandAEZ09
USA,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2035,UnmanagedForestAEZ09
USA,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,2035,UnmanagedForestAEZ09
Western Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,2035,GrasslandAEZ09
Western Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2035,UnmanagedForestAEZ09
Western Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,2035,UnmanagedForestAEZ09
Africa,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Africa,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Africa,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Australia_NZ,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Australia_NZ,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Australia_NZ,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Canada,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Canada,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Canada,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
China,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
China,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
China,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Eastern Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Eastern Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Eastern Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Former Soviet Union,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Former Soviet Union,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
India,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
India,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
India,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Japan,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Japan,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Japan,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Korea,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Korea,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Korea,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Latin America,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Latin America,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Latin America,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Middle East,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Southeast Asia,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Southeast Asia,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Southeast Asia,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
USA,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
USA,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Western Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,2035,GrasslandAEZ10
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2035,UnmanagedForestAEZ10
Western Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,2035,UnmanagedForestAEZ10
Africa,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Africa,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Australia_NZ,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Australia_NZ,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Canada,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
China,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
China,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Eastern Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Eastern Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Former Soviet Union,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
India,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
India,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Japan,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Japan,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Korea,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Latin America,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Latin America,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Southeast Asia,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Southeast Asia,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
USA,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
USA,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Western Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,2035,GrasslandAEZ11
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2035,UnmanagedForestAEZ11
Western Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,2035,UnmanagedForestAEZ11
Africa,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Africa,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Australia_NZ,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
Australia_NZ,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Australia_NZ,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
China,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
China,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
China,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Eastern Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Eastern Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Former Soviet Union,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
India,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
India,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Japan,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Latin America,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Latin America,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Southeast Asia,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Southeast Asia,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
USA,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
USA,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Western Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,2035,GrasslandAEZ12
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2035,UnmanagedForestAEZ12
Western Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,2035,UnmanagedForestAEZ12
Canada,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
Canada,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
China,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
China,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
Former Soviet Union,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
India,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
India,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
Latin America,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
Latin America,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
Southeast Asia,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
Southeast Asia,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
USA,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,2035,GrasslandAEZ13
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
USA,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2035,UnmanagedForestAEZ13
Western Europe,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,2035,UnmanagedForestAEZ13
Canada,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
Canada,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
China,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
China,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
Former Soviet Union,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
India,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
India,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
Latin America,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
Latin America,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
Southeast Asia,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
Southeast Asia,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
USA,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
USA,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
Western Europe,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,2035,GrasslandAEZ14
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2035,UnmanagedForestAEZ14
Western Europe,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,2035,UnmanagedForestAEZ14
Australia_NZ,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Australia_NZ,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Australia_NZ,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Canada,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Canada,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Canada,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
China,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
China,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
China,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Eastern Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Eastern Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Eastern Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Former Soviet Union,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Former Soviet Union,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
India,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
India,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
India,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Japan,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Japan,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Japan,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Latin America,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Latin America,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Latin America,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Southeast Asia,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Southeast Asia,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Southeast Asia,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
USA,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
USA,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
USA,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Western Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,2035,GrasslandAEZ15
Western Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2035,UnmanagedForestAEZ15
Western Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,2035,UnmanagedForestAEZ15
Australia_NZ,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
Australia_NZ,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Australia_NZ,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Canada,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
Canada,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Canada,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
China,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
China,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
China,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Eastern Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Eastern Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
Former Soviet Union,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Former Soviet Union,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
India,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
India,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
India,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Latin America,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
Latin America,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Latin America,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Southeast Asia,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
Southeast Asia,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Southeast Asia,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
USA,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
USA,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Western Europe,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,2035,GrasslandAEZ16
Western Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2035,UnmanagedForestAEZ16
Western Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,2035,UnmanagedForestAEZ16
Australia_NZ,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,2035,GrasslandAEZ17
Australia_NZ,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,2035,UnmanagedForestAEZ17
Australia_NZ,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,2035,UnmanagedForestAEZ17
China,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,2035,GrasslandAEZ17
China,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,2035,UnmanagedForestAEZ17
China,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,2035,UnmanagedForestAEZ17
Latin America,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,2035,GrasslandAEZ17
Latin America,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,2035,UnmanagedForestAEZ17
Latin America,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,2035,UnmanagedForestAEZ17
Latin America,UnmanagedLand,Savannah BurningAEZ18,Savannah BurningAEZ18,2035,GrasslandAEZ18
Latin America,UnmanagedLand,DeforestationAEZ18,DeforestationAEZ18,2035,UnmanagedForestAEZ18
Latin America,UnmanagedLand,Forest FiresAEZ18,Forest FiresAEZ18,2035,UnmanagedForestAEZ18
Africa,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,2050,GrasslandAEZ01
Africa,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2050,UnmanagedForestAEZ01
Africa,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,2050,UnmanagedForestAEZ01
Australia_NZ,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,2050,GrasslandAEZ01
Australia_NZ,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2050,UnmanagedForestAEZ01
Australia_NZ,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,2050,UnmanagedForestAEZ01
Latin America,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,2050,GrasslandAEZ01
Latin America,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2050,UnmanagedForestAEZ01
Latin America,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,2050,UnmanagedForestAEZ01
Middle East,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,2050,GrasslandAEZ01
Africa,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,2050,GrasslandAEZ02
Africa,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2050,UnmanagedForestAEZ02
Africa,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,2050,UnmanagedForestAEZ02
Australia_NZ,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,2050,GrasslandAEZ02
India,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,2050,GrasslandAEZ02
India,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2050,UnmanagedForestAEZ02
India,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,2050,UnmanagedForestAEZ02
Latin America,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,2050,GrasslandAEZ02
Latin America,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2050,UnmanagedForestAEZ02
Latin America,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,2050,UnmanagedForestAEZ02
