# File: IO_IRONSTL_scaled.csv
# Title: IO in Steel production by subsector by technology
# Units: GJ/t
# Description: Energy coefficient in steel production
# Source: Literature
# Column types: cicccicn
# ----------
region,GCAM_region_ID,sector.name,subsector.name,technology,year,minicam.energy.input,coefficient
USA,1,IRONSTL,EAF with scrap,EAF with scrap CCS,2015,scrap,0
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR,2015,delivered coal,0.023623644
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR,2015,elect_td_ind,3.94E-04
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR,2015,wholesale gas,3.49E-04
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR CCS,2015,delivered coal,0.023623644
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR CCS,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR CCS,2015,elect_td_ind,3.94E-04
Africa_Southern,4,IRONSTL,BLASTFUR,BLASTFUR CCS,2015,wholesale gas,3.49E-04
Africa_Southern,4,IRONSTL,BLASTFUR,Biomass-based,2015,delivered biomass,0
Africa_Southern,4,IRONSTL,BLASTFUR,Biomass-based,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,BLASTFUR,Biomass-based,2015,elect_td_ind,3.94E-04
Africa_Southern,4,IRONSTL,BLASTFUR,Biomass-based,2015,wholesale gas,3.49E-04
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI,2015,delivered coal,0.001251333
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI,2015,elect_td_ind,0.001205376
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI,2015,wholesale gas,0.00189539
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI CCS,2015,delivered coal,0.001251333
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI CCS,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI CCS,2015,elect_td_ind,0.001205376
Africa_Southern,4,IRONSTL,EAF with DRI,EAF with DRI CCS,2015,wholesale gas,0.00189539
Africa_Southern,4,IRONSTL,EAF with DRI,Hydrogen-based DRI,2015,H2 enduse,0
Africa_Southern,4,IRONSTL,EAF with DRI,Hydrogen-based DRI,2015,elect_td_ind,0.001205376
Africa_Southern,4,IRONSTL,EAF with scrap,EAF with scrap,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,EAF with scrap,EAF with scrap,2015,elect_td_ind,8.84E-04
Africa_Southern,4,IRONSTL,EAF with scrap,EAF with scrap,2015,scrap,0
Africa_Southern,4,IRONSTL,EAF with scrap,EAF with scrap CCS,2015,refined liquids industrial,0
Africa_Southern,4,IRONSTL,EAF with scrap,EAF with scrap CCS,2015,elect_td_ind,8.84E-04
Africa_Southern,4,IRONSTL,EAF with scrap,EAF with scrap CCS,2015,scrap,0
