"GCAM_region_ID","GCAM_commodity","year","Feed_Mt","ID_R_C_Y"
1,"Corn",1990,107.15708806393,"1Corn1990"
2,"Corn",1990,4.69343408073877,"2Corn1990"
3,"Corn",1990,19.4271015455562,"3Corn1990"
4,"Corn",1990,9.90791848662497,"4Corn1990"
5,"Corn",1990,0.196786239053919,"5Corn1990"
6,"Corn",1990,11.9112240185905,"6Corn1990"
7,"Corn",1990,36.4369608341601,"7Corn1990"
8,"Corn",1990,2.13702301844656,"8Corn1990"
9,"Corn",1990,6.16021211399938,"9Corn1990"
10,"Corn",1990,18.3903744537603,"10Corn1990"
11,"Corn",1990,7.42558153746617,"11Corn1990"
12,"Corn",1990,12.7608347883282,"12Corn1990"
13,"Corn",1990,3.8337193939238,"13Corn1990"
14,"Corn",1990,0.572281919192986,"14Corn1990"
1,"MiscCrop",1990,0.126603955379149,"1MiscCrop1990"
2,"MiscCrop",1990,0.0708463748815375,"2MiscCrop1990"
3,"MiscCrop",1990,8.03381472955803,"3MiscCrop1990"
4,"MiscCrop",1990,0.0107784395182955,"4MiscCrop1990"
5,"MiscCrop",1990,0.254755472314932,"5MiscCrop1990"
6,"MiscCrop",1990,7.5766935061637,"6MiscCrop1990"
7,"MiscCrop",1990,1.47939019458481,"7MiscCrop1990"
8,"MiscCrop",1990,0.166961903538161,"8MiscCrop1990"
9,"MiscCrop",1990,1.69366938413960,"9MiscCrop1990"
10,"MiscCrop",1990,0.757330649593108,"10MiscCrop1990"
11,"MiscCrop",1990,0.471701240807989,"11MiscCrop1990"
12,"MiscCrop",1990,1.01051866553405,"12MiscCrop1990"
13,"MiscCrop",1990,0,"13MiscCrop1990"
14,"MiscCrop",1990,0.697037082509204,"14MiscCrop1990"
1,"OilCrop",1990,22.381834743044,"1OilCrop1990"
2,"OilCrop",1990,2.10003206079781,"2OilCrop1990"
3,"OilCrop",1990,28.3798522204787,"3OilCrop1990"
4,"OilCrop",1990,4.37075592716301,"4OilCrop1990"
5,"OilCrop",1990,0.387749184986937,"5OilCrop1990"
