INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
1006,,,,,,,,,,,,,
,,,,,coefficient,,,,,,,,
Australia_NZ,cement,cement_CCS,cement_CCS,process heat cement,3.170,3.170,3.161,2.787,2.458,2.367,2.280,2.196,2.115
Former Soviet Union,cement,cement_CCS,cement_CCS,process heat cement,4.237,4.237,4.195,3.199,2.439,2.349,2.263,2.179,2.099
China,cement,cement_CCS,cement_CCS,process heat cement,3.867,3.867,3.000,2.716,2.460,2.369,2.282,2.198,2.117
Middle East,cement,cement_CCS,cement_CCS,process heat cement,3.722,3.722,3.699,3.010,2.449,2.359,2.272,2.188,2.108
Africa,cement,cement_CCS,cement_CCS,process heat cement,3.685,3.685,3.669,2.998,2.450,2.359,2.272,2.189,2.108
Latin America,cement,cement_CCS,cement_CCS,process heat cement,3.097,3.097,2.533,2.498,2.463,2.372,2.285,2.200,2.119
Southeast Asia,cement,cement_CCS,cement_CCS,process heat cement,3.980,3.980,3.973,3.116,2.444,2.354,2.267,2.183,2.103
Eastern Europe,cement,cement_CCS,cement_CCS,process heat cement,3.740,3.740,3.715,3.016,2.449,2.359,2.272,2.188,2.107
Korea,cement,cement_CCS,cement_CCS,process heat cement,4.110,4.110,3.316,2.854,2.455,2.365,2.278,2.194,2.113
India,cement,cement_CCS,cement_CCS,process heat cement,4.256,4.256,2.679,2.568,2.462,2.371,2.284,2.200,2.119
USA,cement,cement_CCS,cement_CCS,elect_td_ind,0.529,0.529,0.515,0.407,0.322,0.317,0.312,0.307,0.303
Canada,cement,cement_CCS,cement_CCS,elect_td_ind,0.565,0.565,0.508,0.404,0.322,0.317,0.312,0.308,0.303
Western Europe,cement,cement_CCS,cement_CCS,elect_td_ind,0.389,0.389,0.362,0.343,0.324,0.319,0.314,0.310,0.305
Japan,cement,cement_CCS,cement_CCS,elect_td_ind,0.342,0.342,0.364,0.343,0.324,0.319,0.314,0.310,0.305
Australia_NZ,cement,cement_CCS,cement_CCS,elect_td_ind,0.425,0.425,0.407,0.363,0.323,0.319,0.314,0.309,0.305
Former Soviet Union,cement,cement_CCS,cement_CCS,elect_td_ind,0.425,0.425,0.407,0.363,0.323,0.319,0.314,0.309,0.305
China,cement,cement_CCS,cement_CCS,elect_td_ind,0.432,0.432,0.421,0.369,0.323,0.318,0.314,0.309,0.304
Middle East,cement,cement_CCS,cement_CCS,elect_td_ind,0.425,0.425,0.407,0.363,0.323,0.319,0.314,0.309,0.305
Africa,cement,cement_CCS,cement_CCS,elect_td_ind,0.425,0.425,0.407,0.363,0.323,0.319,0.314,0.309,0.305
Latin America,cement,cement_CCS,cement_CCS,elect_td_ind,0.405,0.405,0.410,0.364,0.323,0.319,0.314,0.309,0.305
Southeast Asia,cement,cement_CCS,cement_CCS,elect_td_ind,0.425,0.425,0.407,0.363,0.323,0.319,0.314,0.309,0.305
Eastern Europe,cement,cement_CCS,cement_CCS,elect_td_ind,0.425,0.425,0.407,0.363,0.323,0.319,0.314,0.309,0.305
Korea,cement,cement_CCS,cement_CCS,elect_td_ind,0.396,0.396,0.374,0.348,0.324,0.319,0.314,0.310,0.305
India,cement,cement_CCS,cement_CCS,elect_td_ind,0.432,0.432,0.324,0.324,0.324,0.319,0.314,0.310,0.305
